original_image,mask_file,crop_file,x,y,width,height,yolo_confidence,coverage,classifier_confidence,predicted_condition,quality_score
1014519017216527.jpg,1014519017216527_0.png,crops/1014519017216527_0.png,874,1188,167,104,0.963331,0.004206657409667969,0.998671293258667,good,1.0
1014519017216527.jpg,1014519017216527_1.png,crops/1014519017216527_1.png,993,963,158,82,0.950547,0.003100713094075521,0.9943975210189819,good,1.0
1014519017216527.jpg,1014519017216527_2.png,crops/1014519017216527_2.png,1073,770,122,78,0.844676,0.0025177001953125,0.9987393021583557,good,1.0
1014519017216527.jpg,1014519017216527_3.png,crops/1014519017216527_3.png,777,1472,166,63,0.47246,0.0026865005493164062,0.9811112284660339,good,1.0
1014915750619193.jpg,1014915750619193_0.png,crops/1014915750619193_0.png,1197,727,198,111,0.750282,0.005681037902832031,0.9966260194778442,good,1.0
1014915750619193.jpg,1014915750619193_1.png,crops/1014915750619193_1.png,1267,565,156,81,0.672195,0.007746696472167969,0.9993718266487122,good,1.0
1014915750619193.jpg,1014915750619193_2.png,crops/1014915750619193_2.png,1160,950,210,150,0.586386,0.009023348490397135,0.9088117480278015,good,1.0
1029066515812592.jpg,1029066515812592_0.png,crops/1029066515812592_0.png,810,1142,36,43,0.283779,0.0046965281168619795,0.9486075639724731,good,1.0
1029426972417180.jpg,1029426972417180_0.png,crops/1029426972417180_0.png,1734,1293,123,13,0.830686,0.0005051294962565104,0.8769170641899109,good,1.0
1029426972417180.jpg,1029426972417180_1.png,crops/1029426972417180_1.png,833,538,225,65,0.377132,0.004108111063639323,0.9983090162277222,good,1.0
1053138720001875.jpg,1053138720001875_0.png,crops/1053138720001875_0.png,991,1041,94,117,0.720852,0.002674738566080729,0.9974294304847717,good,1.0
1053138720001875.jpg,1053138720001875_1.png,crops/1053138720001875_1.png,1018,669,59,81,0.31563,0.0013217926025390625,0.9523190259933472,good,1.0
1053138720001875.jpg,1053138720001875_2.png,crops/1053138720001875_2.png,926,664,150,86,0.299471,0.0036214192708333335,0.9096279144287109,good,1.0
1053138720001875.jpg,1053138720001875_3.png,crops/1053138720001875_3.png,872,500,213,95,0.284578,0.005155881245930989,0.9981694221496582,good,1.0
1074333801188137.jpg,1074333801188137_0.png,crops/1074333801188137_0.png,875,799,110,64,0.86254,0.0018183390299479167,0.9946615099906921,good,1.0
1074333801188137.jpg,1074333801188137_1.png,crops/1074333801188137_1.png,798,1408,132,126,0.682668,0.005011558532714844,0.905052125453949,good,1.0
1074333801188137.jpg,1074333801188137_2.png,crops/1074333801188137_2.png,905,617,98,55,0.584901,0.001342455546061198,0.9997455477714539,good,1.0
1155582576045854.jpg,1155582576045854_0.png,crops/1155582576045854_0.png,784,1247,123,84,0.491512,0.0024563471476236978,0.9933090209960938,good,1.0
1155582576045854.jpg,1155582576045854_1.png,crops/1155582576045854_1.png,947,895,98,54,0.337452,0.0013039906819661458,0.9976288676261902,good,1.0
1155582576045854.jpg,1155582576045854_2.png,crops/1155582576045854_2.png,905,994,100,66,0.299438,0.0016984939575195312,0.9948409199714661,good,1.0
1177955557065276.jpg,1177955557065276_0.png,crops/1177955557065276_0.png,634,1097,141,93,0.976155,0.0036557515462239585,0.8218933939933777,good,1.0
1177955557065276.jpg,1177955557065276_1.png,crops/1177955557065276_1.png,718,810,124,77,0.922077,0.0026578903198242188,0.992395281791687,good,1.0
1177955557065276.jpg,1177955557065276_2.png,crops/1177955557065276_2.png,687,949,139,75,0.714478,0.0027564366658528647,0.9934679865837097,good,1.0
1177955557065276.jpg,1177955557065276_3.png,crops/1177955557065276_3.png,742,708,123,55,0.591796,0.0019013086954752605,0.9955387711524963,good,1.0
1177955557065276.jpg,1177955557065276_4.png,crops/1177955557065276_4.png,643,1282,164,109,0.394785,0.004507382710774739,0.8392647504806519,damaged,0.5
1177955557065276.jpg,1177955557065276_5.png,crops/1177955557065276_5.png,742,704,123,61,0.272503,0.003535588582356771,0.9964904189109802,good,1.0
1181703173602332.jpg,1181703173602332_0.png,crops/1181703173602332_0.png,957,573,140,148,0.973494,0.005940437316894531,0.9877053499221802,good,1.0
1181703173602332.jpg,1181703173602332_1.png,crops/1181703173602332_1.png,945,273,125,104,0.932443,0.0035794576009114585,0.9980815649032593,good,1.0
1181703173602332.jpg,1181703173602332_2.png,crops/1181703173602332_2.png,934,1017,174,241,0.892431,0.01193078358968099,0.9930006265640259,good,1.0
1181703173602332.jpg,1181703173602332_3.png,crops/1181703173602332_3.png,1804,1183,82,88,0.79379,0.0008064905802408854,0.9381949305534363,good,1.0
1186301955747064.jpg,1186301955747064_0.png,crops/1186301955747064_0.png,1003,1276,144,259,0.946124,0.00811608632405599,0.9974039196968079,good,1.0
1186301955747064.jpg,1186301955747064_1.png,crops/1186301955747064_1.png,1148,598,120,91,0.645153,0.0029071172078450522,0.9980423450469971,good,1.0
1186301955747064.jpg,1186301955747064_2.png,crops/1186301955747064_2.png,1071,925,137,237,0.528872,0.007414499918619792,0.9981299042701721,good,1.0
1191796645931231.jpg,1191796645931231_0.png,crops/1191796645931231_0.png,924,857,128,114,0.91328,0.0038900375366210938,0.9986494183540344,good,1.0
1191796645931231.jpg,1191796645931231_1.png,crops/1191796645931231_1.png,832,1372,157,164,0.853072,0.0069624582926432295,0.9546610713005066,good,1.0
1191796645931231.jpg,1191796645931231_2.png,crops/1191796645931231_2.png,1044,304,88,63,0.522697,0.0015014012654622395,0.9973217844963074,good,1.0
1191796645931231.jpg,1191796645931231_3.png,crops/1191796645931231_3.png,990,540,109,68,0.486401,0.001895586649576823,0.9991759657859802,good,1.0
1191796645931231.jpg,1191796645931231_4.png,crops/1191796645931231_4.png,1198,1493,40,19,0.418698,0.00026925404866536457,0.6014101505279541,good,1.0
1191910035757741.jpg,1191910035757741_0.png,crops/1191910035757741_0.png,1094,1202,109,270,0.49818,0.008693695068359375,0.7152871489524841,good,1.0
1193655552268580.jpg,1193655552268580_0.png,crops/1193655552268580_0.png,1322,1087,88,221,0.979153,0.004453341166178386,0.9992839694023132,good,1.0
1193655552268580.jpg,1193655552268580_1.png,crops/1193655552268580_1.png,1345,830,67,178,0.942262,0.0033286412556966147,0.998755693435669,good,1.0
1193655552268580.jpg,1193655552268580_2.png,crops/1193655552268580_2.png,1369,174,76,161,0.919986,0.0029102961222330728,0.9998144507408142,good,1.0
1193655552268580.jpg,1193655552268580_3.png,crops/1193655552268580_3.png,1271,1416,92,120,0.911217,0.0025968551635742188,0.990358293056488,good,1.0
1193655552268580.jpg,1193655552268580_4.png,crops/1193655552268580_4.png,1341,605,64,162,0.909576,0.0030310948689778647,0.9994126558303833,good,1.0
1193655552268580.jpg,1193655552268580_5.png,crops/1193655552268580_5.png,1347,394,74,159,0.909534,0.0028483072916666665,0.9997500777244568,good,1.0
1193655552268580.jpg,1193655552268580_6.png,crops/1193655552268580_6.png,1401,0,69,39,0.456811,0.0006993611653645834,0.9854140281677246,good,1.0
1194797141989902.jpg,1194797141989902_0.png,crops/1194797141989902_0.png,1235,488,105,121,0.698657,0.0030733744303385415,0.994964599609375,good,1.0
1200405034549615.jpg,1200405034549615_0.png,crops/1200405034549615_0.png,868,957,119,120,0.9516,0.004017829895019531,0.5851350426673889,good,1.0
1209219990846713.jpg,1209219990846713_0.png,crops/1209219990846713_0.png,1025,848,107,103,0.917192,0.002907435099283854,0.9989293217658997,good,1.0
1209219990846713.jpg,1209219990846713_1.png,crops/1209219990846713_1.png,1108,552,94,92,0.767022,0.0022751490275065103,0.9994927644729614,good,1.0
1209219990846713.jpg,1209219990846713_2.png,crops/1209219990846713_2.png,990,1039,101,102,0.646755,0.002494176228841146,0.9443204402923584,good,1.0
1209219990846713.jpg,1209219990846713_3.png,crops/1209219990846713_3.png,1129,433,93,86,0.642752,0.0020170211791992188,0.9977941513061523,good,1.0
1209219990846713.jpg,1209219990846713_4.png,crops/1209219990846713_4.png,1145,320,89,68,0.412549,0.0015741984049479167,0.9976707100868225,good,1.0
1209219990846713.jpg,1209219990846713_5.png,crops/1209219990846713_5.png,1170,225,83,66,0.315189,0.001338958740234375,0.9994345307350159,good,1.0
1209219990846713.jpg,1209219990846713_6.png,crops/1209219990846713_6.png,1063,696,115,83,0.292415,0.0021686553955078125,0.99891197681427,good,1.0
1211491317163978.jpg,1211491317163978_0.png,crops/1211491317163978_0.png,1240,281,106,187,0.983747,0.004469553629557292,0.9990509152412415,good,1.0
1211491317163978.jpg,1211491317163978_1.png,crops/1211491317163978_1.png,1313,861,123,292,0.980725,0.007729848225911458,0.9960979223251343,good,1.0
1211491317163978.jpg,1211491317163978_2.png,crops/1211491317163978_2.png,1288,538,93,225,0.97154,0.005442619323730469,0.9991445541381836,good,1.0
1211491317163978.jpg,1211491317163978_3.png,crops/1211491317163978_3.png,1372,1295,138,240,0.922678,0.007047017415364583,0.9961934089660645,good,1.0
1211491317163978.jpg,1211491317163978_4.png,crops/1211491317163978_4.png,1224,58,98,161,0.813406,0.0036710103352864585,0.9998658895492554,good,1.0
1211491317163978.jpg,1211491317163978_5.png,crops/1211491317163978_5.png,91,823,119,30,0.415997,0.0017687479654947917,0.9187446236610413,good,1.0
1215109599988670.jpg,1215109599988670_0.png,crops/1215109599988670_0.png,613,160,132,69,0.969569,0.0025234222412109375,0.9995444416999817,good,1.0
1215109599988670.jpg,1215109599988670_1.png,crops/1215109599988670_1.png,581,430,151,95,0.92766,0.0040302276611328125,0.995215654373169,good,1.0
1303859174006775.jpg,1303859174006775_0.png,crops/1303859174006775_0.png,994,761,143,121,0.986502,0.004731814066569011,0.9949701428413391,good,1.0
1303859174006775.jpg,1303859174006775_1.png,crops/1303859174006775_1.png,1001,573,121,107,0.983085,0.0038709640502929688,0.9889947772026062,good,1.0
1303859174006775.jpg,1303859174006775_2.png,crops/1303859174006775_2.png,989,996,141,151,0.931917,0.006592750549316406,0.6895887851715088,good,1.0
1303859174006775.jpg,1303859174006775_3.png,crops/1303859174006775_3.png,1000,423,113,89,0.918401,0.0028826395670572915,0.9912154674530029,good,1.0
1303859174006775.jpg,1303859174006775_4.png,crops/1303859174006775_4.png,981,1283,161,194,0.863894,0.00930945078531901,0.7513102889060974,damaged,0.5
1303859174006775.jpg,1303859174006775_5.png,crops/1303859174006775_5.png,1016,283,107,88,0.798442,0.0025993982950846353,0.9990198612213135,good,1.0
1309516393637444.jpg,1309516393637444_0.png,crops/1309516393637444_0.png,1248,159,102,174,0.920313,0.003322601318359375,0.9998186230659485,good,1.0
1309516393637444.jpg,1309516393637444_1.png,crops/1309516393637444_1.png,897,1256,179,213,0.903471,0.008095105489095053,0.9306515455245972,good,1.0
1309516393637444.jpg,1309516393637444_2.png,crops/1309516393637444_2.png,1001,932,147,156,0.891354,0.0050907135009765625,0.9952481389045715,good,1.0
1309516393637444.jpg,1309516393637444_3.png,crops/1309516393637444_3.png,1091,691,128,123,0.518621,0.0034322738647460938,0.9956159591674805,good,1.0
1324000582147615.jpg,1324000582147615_0.png,crops/1324000582147615_0.png,841,1017,143,111,0.981929,0.0043023427327473955,0.994147539138794,good,1.0
1324000582147615.jpg,1324000582147615_1.png,crops/1324000582147615_1.png,769,1325,151,122,0.979838,0.0048211415608723955,0.9900334477424622,good,1.0
1324000582147615.jpg,1324000582147615_2.png,crops/1324000582147615_2.png,913,745,143,103,0.755361,0.0036325454711914062,0.9989510774612427,good,1.0
1324000582147615.jpg,1324000582147615_3.png,crops/1324000582147615_3.png,1223,20,99,84,0.485974,0.0020955403645833335,0.9973987340927124,good,1.0
1337681697451040.jpg,1337681697451040_0.png,crops/1337681697451040_0.png,846,1004,147,162,0.97914,0.005338033040364583,0.9997125267982483,good,1.0
1337681697451040.jpg,1337681697451040_1.png,crops/1337681697451040_1.png,952,633,123,127,0.870555,0.0036490758260091147,0.9999555349349976,good,1.0
1337681697451040.jpg,1337681697451040_2.png,crops/1337681697451040_2.png,1032,355,97,99,0.810947,0.0023870468139648438,0.9991996884346008,good,1.0
1337681697451040.jpg,1337681697451040_3.png,crops/1337681697451040_3.png,1081,115,89,94,0.696884,0.002051671346028646,0.998231828212738,good,1.0
1343154610258422.jpg,1343154610258422_0.png,crops/1343154610258422_0.png,1124,468,99,112,0.961184,0.0029369990030924478,0.9993799924850464,good,1.0
1343154610258422.jpg,1343154610258422_1.png,crops/1343154610258422_1.png,1090,924,119,165,0.952426,0.005550384521484375,0.9491206407546997,good,1.0
1343154610258422.jpg,1343154610258422_2.png,crops/1343154610258422_2.png,1067,1267,128,232,0.908355,0.008869806925455729,0.9441902041435242,damaged,0.5
1343154610258422.jpg,1343154610258422_3.png,crops/1343154610258422_3.png,1112,668,107,129,0.878236,0.0037326812744140625,0.9973478317260742,good,1.0
1343154610258422.jpg,1343154610258422_4.png,crops/1343154610258422_4.png,1136,308,89,87,0.818732,0.002086639404296875,0.9994595646858215,good,1.0
1343154610258422.jpg,1343154610258422_5.png,crops/1343154610258422_5.png,1190,79,32,60,0.257109,0.0005324681599934896,0.9953800439834595,good,1.0
1343710423417924.jpg,1343710423417924_0.png,crops/1343710423417924_0.png,1189,458,91,81,0.803575,0.0017922719319661458,0.9996647834777832,good,1.0
1343710423417924.jpg,1343710423417924_1.png,crops/1343710423417924_1.png,1186,1251,132,182,0.690014,0.006844838460286458,0.9892746806144714,good,1.0
1343710423417924.jpg,1343710423417924_2.png,crops/1343710423417924_2.png,1210,765,101,120,0.68772,0.003329594930013021,0.9995859265327454,good,1.0
1343710423417924.jpg,1343710423417924_3.png,crops/1343710423417924_3.png,1144,38,73,151,0.667416,0.0030628840128580728,0.9997990727424622,good,1.0
1343710423417924.jpg,1343710423417924_4.png,crops/1343710423417924_4.png,1155,238,77,72,0.479639,0.0014489491780598958,0.9994775652885437,good,1.0
1346830859974736.jpg,1346830859974736_2.png,crops/1346830859974736_2.png,934,183,140,127,0.286622,0.003662745157877604,0.8345228433609009,good,1.0
1356665665381684.jpg,1356665665381684_0.png,crops/1356665665381684_0.png,1129,518,129,140,0.907392,0.004856109619140625,0.9942761063575745,good,1.0
1356665665381684.jpg,1356665665381684_1.png,crops/1356665665381684_1.png,1082,807,169,216,0.87328,0.009326616923014322,0.9385883212089539,good,1.0
1356665665381684.jpg,1356665665381684_2.png,crops/1356665665381684_2.png,1166,328,105,97,0.862194,0.002765019734700521,0.999640941619873,good,1.0
1356665665381684.jpg,1356665665381684_3.png,crops/1356665665381684_3.png,1190,203,86,67,0.82758,0.0016374588012695312,0.9989610910415649,good,1.0
1356665665381684.jpg,1356665665381684_4.png,crops/1356665665381684_4.png,1210,26,71,44,0.29809,0.0008500417073567709,0.9944445490837097,good,1.0
1357864325254756.jpg,1357864325254756_0.png,crops/1357864325254756_0.png,1119,617,157,268,0.951107,0.007475535074869792,0.9944784641265869,good,1.0
1357864325254756.jpg,1357864325254756_1.png,crops/1357864325254756_1.png,1224,366,98,161,0.936778,0.0037358601888020835,0.999291181564331,good,1.0
1357864325254756.jpg,1357864325254756_2.png,crops/1357864325254756_2.png,1266,178,73,132,0.748037,0.0024964014689127603,0.9997435212135315,good,1.0
1357864325254756.jpg,1357864325254756_3.png,crops/1357864325254756_3.png,1276,50,57,84,0.709821,0.0013291041056315105,0.9966223239898682,good,1.0
1370417060815102.jpg,1370417060815102_0.png,crops/1370417060815102_0.png,1128,934,151,217,0.823729,0.007258415222167969,0.9912494421005249,damaged,0.5
1370417060815102.jpg,1370417060815102_1.png,crops/1370417060815102_1.png,1054,1388,157,147,0.570358,0.0059808095296223955,0.9925981760025024,damaged,0.5
1386739046011321.jpg,1386739046011321_0.png,crops/1386739046011321_0.png,1007,1050,134,455,0.929249,0.016256968180338543,0.9496000409126282,good,1.0
1413677186661647.jpg,1413677186661647_0.png,crops/1413677186661647_0.png,1015,184,101,118,0.666794,0.00272369384765625,0.9940146803855896,good,1.0
1413677186661647.jpg,1413677186661647_1.png,crops/1413677186661647_1.png,1033,13,92,97,0.489557,0.0022395451863606772,0.9985635876655579,good,1.0
1437763237654940.jpg,1437763237654940_0.png,crops/1437763237654940_0.png,1154,1033,89,160,0.954475,0.0032898585001627603,0.9981830716133118,good,1.0
1437763237654940.jpg,1437763237654940_1.png,crops/1437763237654940_1.png,1132,837,78,142,0.934167,0.0029039382934570312,0.9996757507324219,good,1.0
1437763237654940.jpg,1437763237654940_2.png,crops/1437763237654940_2.png,1092,666,89,128,0.93081,0.0026346842447916665,0.9997424483299255,good,1.0
1437763237654940.jpg,1437763237654940_3.png,crops/1437763237654940_3.png,1195,1263,133,182,0.9068,0.004041989644368489,0.9971297383308411,good,1.0
1439981526972995.jpg,1439981526972995_0.png,crops/1439981526972995_0.png,942,885,132,112,0.970816,0.004071871439615886,0.9961916208267212,good,1.0
1439981526972995.jpg,1439981526972995_1.png,crops/1439981526972995_1.png,996,570,109,77,0.850243,0.002028783162434896,0.999350368976593,good,1.0
1439981526972995.jpg,1439981526972995_2.png,crops/1439981526972995_2.png,1072,238,68,49,0.757451,0.0008665720621744791,0.9992974996566772,good,1.0
1439981526972995.jpg,1439981526972995_3.png,crops/1439981526972995_3.png,1046,380,77,51,0.636823,0.001121838887532552,0.9996681213378906,good,1.0
1439981526972995.jpg,1439981526972995_4.png,crops/1439981526972995_4.png,1076,145,65,74,0.335168,0.0013154347737630208,0.9997703433036804,good,1.0
1440036353633241.jpg,1440036353633241_0.png,crops/1440036353633241_0.png,1011,1290,115,95,0.971038,0.0030962626139322915,0.9950646758079529,good,1.0
1440036353633241.jpg,1440036353633241_1.png,crops/1440036353633241_1.png,1021,1103,111,101,0.967224,0.0032911300659179688,0.9915575981140137,good,1.0
1440036353633241.jpg,1440036353633241_2.png,crops/1440036353633241_2.png,1015,939,114,87,0.962739,0.0028079350789388022,0.99885094165802,good,1.0
1440036353633241.jpg,1440036353633241_3.png,crops/1440036353633241_3.png,1020,782,121,90,0.926435,0.002909978230794271,0.9989050626754761,good,1.0
1440036353633241.jpg,1440036353633241_4.png,crops/1440036353633241_4.png,1024,1481,115,55,0.852428,0.0018596649169921875,0.7616788148880005,damaged,0.5
1440036353633241.jpg,1440036353633241_5.png,crops/1440036353633241_5.png,1028,648,106,65,0.692191,0.0019820531209309897,0.9937157034873962,good,1.0
1634271427234192.jpg,1634271427234192_0.png,crops/1634271427234192_0.png,1347,37,140,203,0.603942,0.003944079081217448,0.9926497340202332,good,1.0
1634271427234192.jpg,1634271427234192_1.png,crops/1634271427234192_1.png,1569,184,111,162,0.298211,0.0030253728230794272,0.9984779953956604,good,1.0
1681678483231735.jpg,1681678483231735_0.png,crops/1681678483231735_0.png,1107,1159,111,210,0.986327,0.0065021514892578125,0.9917022585868835,good,1.0
1681678483231735.jpg,1681678483231735_1.png,crops/1681678483231735_1.png,1125,905,101,173,0.967687,0.0049775441487630205,0.9969797730445862,good,1.0
1681678483231735.jpg,1681678483231735_2.png,crops/1681678483231735_2.png,1117,712,95,142,0.836079,0.0036916732788085938,0.9988252520561218,good,1.0
1681678483231735.jpg,1681678483231735_3.png,crops/1681678483231735_3.png,1116,408,86,111,0.323741,0.002605438232421875,0.999461829662323,good,1.0
1681678483231735.jpg,1681678483231735_4.png,crops/1681678483231735_4.png,1127,1468,109,68,0.317556,0.0020958582560221353,0.973039984703064,good,1.0
1692196965035040.jpg,1692196965035040_0.png,crops/1692196965035040_0.png,1030,746,129,131,0.939969,0.005057334899902344,0.7768193483352661,good,1.0
1692196965035040.jpg,1692196965035040_1.png,crops/1692196965035040_1.png,1014,1011,155,159,0.92679,0.0068276723225911455,0.7026562690734863,damaged,0.5
1692196965035040.jpg,1692196965035040_2.png,crops/1692196965035040_2.png,969,1351,171,183,0.80456,0.009307543436686197,0.9921101927757263,damaged,0.5
1695654201319705.jpg,1695654201319705_0.png,crops/1695654201319705_0.png,762,706,134,95,0.982889,0.0037914911905924478,0.9880973696708679,good,1.0
1695654201319705.jpg,1695654201319705_1.png,crops/1695654201319705_1.png,758,980,150,119,0.959559,0.005400021870930989,0.9945996999740601,good,1.0
1695654201319705.jpg,1695654201319705_2.png,crops/1695654201319705_2.png,733,1358,181,172,0.842451,0.009152094523111979,0.7024949193000793,good,1.0
1695654201319705.jpg,1695654201319705_3.png,crops/1695654201319705_3.png,772,331,111,60,0.661893,0.00191497802734375,0.9977992177009583,good,1.0
1695654201319705.jpg,1695654201319705_4.png,crops/1695654201319705_4.png,768,499,124,73,0.617917,0.0026194254557291665,0.9993177652359009,good,1.0
1697887837746049.jpg,1697887837746049_0.png,crops/1697887837746049_0.png,1164,207,70,57,0.266539,0.0010929107666015625,0.9995361566543579,good,1.0
1705012020410140.jpg,1705012020410140_0.png,crops/1705012020410140_0.png,1063,969,139,135,0.98788,0.005295117696126302,0.964227557182312,good,1.0
1705012020410140.jpg,1705012020410140_1.png,crops/1705012020410140_1.png,1118,416,101,76,0.923075,0.002323786417643229,0.9984316229820251,good,1.0
1705012020410140.jpg,1705012020410140_2.png,crops/1705012020410140_2.png,1084,740,118,113,0.905327,0.003987948099772136,0.9924637079238892,good,1.0
1705012020410140.jpg,1705012020410140_3.png,crops/1705012020410140_3.png,1116,290,98,73,0.837801,0.0019823710123697915,0.9989193677902222,good,1.0
1705012020410140.jpg,1705012020410140_4.png,crops/1705012020410140_4.png,1035,1245,155,186,0.759091,0.008052190144856771,0.7642022371292114,good,1.0
1705012020410140.jpg,1705012020410140_5.png,crops/1705012020410140_5.png,1111,564,112,85,0.60161,0.0027523040771484375,0.9991915822029114,good,1.0
1705012020410140.jpg,1705012020410140_6.png,crops/1705012020410140_6.png,431,309,87,74,0.358449,0.0017019907633463542,0.9601162672042847,good,1.0
1723821071821467.jpg,1723821071821467_0.png,crops/1723821071821467_0.png,1409,852,120,134,0.968632,0.0029687881469726562,0.9996023774147034,good,1.0
1723821071821467.jpg,1723821071821467_1.png,crops/1723821071821467_1.png,1468,1045,101,184,0.953253,0.004820187886555989,0.9991506338119507,good,1.0
1723821071821467.jpg,1723821071821467_2.png,crops/1723821071821467_2.png,1364,661,100,148,0.912659,0.0030422210693359375,0.9994820952415466,good,1.0
1723821071821467.jpg,1723821071821467_3.png,crops/1723821071821467_3.png,1312,489,106,132,0.912585,0.0026140213012695312,0.9993084669113159,good,1.0
1723821071821467.jpg,1723821071821467_4.png,crops/1723821071821467_4.png,1455,1313,123,223,0.903929,0.006815274556477864,0.9973983764648438,good,1.0
1723821071821467.jpg,1723821071821467_5.png,crops/1723821071821467_5.png,1080,53,112,103,0.499353,0.0024054845174153647,0.9998698234558105,good,1.0
1723821071821467.jpg,1723821071821467_6.png,crops/1723821071821467_6.png,1252,321,110,122,0.430767,0.004009564717610677,0.9998729228973389,good,1.0
1773342163210168.jpg,1773342163210168_0.png,crops/1773342163210168_0.png,1139,145,83,106,0.925933,0.0023600260416666665,0.9993423819541931,good,1.0
1773342163210168.jpg,1773342163210168_1.png,crops/1773342163210168_1.png,1118,458,88,94,0.910764,0.0021197001139322915,0.9995929598808289,good,1.0
1795476057696627.jpg,1795476057696627_0.png,crops/1795476057696627_0.png,1127,840,105,155,0.969286,0.004223823547363281,0.9982243180274963,good,1.0
1795476057696627.jpg,1795476057696627_1.png,crops/1795476057696627_1.png,1150,1065,145,189,0.95581,0.005713144938151042,0.9969846606254578,good,1.0
1795476057696627.jpg,1795476057696627_2.png,crops/1795476057696627_2.png,1109,678,89,117,0.933637,0.0029888153076171875,0.9995885491371155,good,1.0
1795476057696627.jpg,1795476057696627_3.png,crops/1795476057696627_3.png,1227,1356,166,179,0.929395,0.006403923034667969,0.8748883605003357,good,1.0
1795476057696627.jpg,1795476057696627_4.png,crops/1795476057696627_4.png,1127,414,80,51,0.820468,0.0010544459025065105,0.998791515827179,good,1.0
1795476057696627.jpg,1795476057696627_5.png,crops/1795476057696627_5.png,1112,531,89,52,0.430041,0.0011777877807617188,0.999765932559967,good,1.0
2113762739083002.jpg,2113762739083002_0.png,crops/2113762739083002_0.png,1222,407,135,132,0.705659,0.004673322041829427,0.6223106980323792,good,1.0
2128674800907563.jpg,2128674800907563_0.png,crops/2128674800907563_0.png,804,710,197,137,0.845907,0.007579803466796875,0.9859318733215332,good,1.0
2128674800907563.jpg,2128674800907563_1.png,crops/2128674800907563_1.png,821,981,206,147,0.677561,0.00882562001546224,0.8404192924499512,damaged,0.5
2128674800907563.jpg,2128674800907563_2.png,crops/2128674800907563_2.png,864,521,186,112,0.5359,0.005403836568196614,0.9972796440124512,good,1.0
2129248110843970.jpg,2129248110843970_0.png,crops/2129248110843970_0.png,850,367,97,97,0.937061,0.0023622512817382812,0.9976515173912048,good,1.0
2129248110843970.jpg,2129248110843970_1.png,crops/2129248110843970_1.png,871,170,87,75,0.890911,0.001743316650390625,0.9983102083206177,good,1.0
2129248110843970.jpg,2129248110843970_2.png,crops/2129248110843970_2.png,825,629,101,109,0.861286,0.0028826395670572915,0.9970273375511169,good,1.0
2129248110843970.jpg,2129248110843970_3.png,crops/2129248110843970_3.png,909,24,91,68,0.298017,0.0014769236246744792,0.9993853569030762,good,1.0
2129248110843970.jpg,2129248110843970_4.png,crops/2129248110843970_4.png,772,1226,128,87,0.268783,0.0019785563151041665,0.9956833124160767,good,1.0
2365055653863899.jpg,2365055653863899_0.png,crops/2365055653863899_0.png,664,1210,156,142,0.95292,0.0050538380940755205,0.9897148013114929,good,1.0
2365055653863899.jpg,2365055653863899_1.png,crops/2365055653863899_1.png,836,810,129,104,0.895478,0.0030825932820638022,0.9965127110481262,good,1.0
2496306780700920.jpg,2496306780700920_0.png,crops/2496306780700920_0.png,1275,1215,140,172,0.980375,0.0050729115804036455,0.9993539452552795,good,1.0
2496306780700920.jpg,2496306780700920_1.png,crops/2496306780700920_1.png,1330,1032,102,130,0.910541,0.003272374471028646,0.9995061159133911,good,1.0
